resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
13750,561,182,6,1,2,1,1,1,9.0,78,1:42:18.4,6138400,\N,\N,\N,\N,1
13775,562,223,6,2,1,1,1,1,9.0,80,1:53:18.471,6798471,\N,\N,\N,\N,1
13802,563,231,1,11,1,1,1,1,9.0,75,1:42:20.43,6140430,\N,\N,\N,\N,1
13832,564,182,6,1,1,1,1,1,9.0,70,1:42:53.23,6173230,\N,\N,\N,\N,1
13861,565,182,6,1,1,1,1,1,9.0,78,1:59:51.47,7191470,\N,\N,\N,\N,1
13886,566,222,25,3,1,1,1,1,9.0,72,1:46:53.729,6413729,\N,\N,\N,\N,1
13913,567,231,1,11,1,1,1,1,9.0,54,1:40:58.60,6058600,\N,\N,\N,\N,1
13943,568,182,6,1,1,1,1,1,9.0,76,1:44:19.66,6259660,\N,\N,\N,\N,1
13973,569,231,1,11,1,1,1,1,9.0,14,1:41:42.7,6102700,\N,\N,\N,\N,1
14001,570,187,67,28,2,1,1,1,9.0,54,1:30:07.86,5407860,\N,\N,\N,\N,1
14026,571,231,1,11,2,1,1,1,9.0,75,1:44:52.09,6292090,\N,\N,\N,\N,1
14053,572,238,37,10,8,1,1,1,9.0,52,1:30:35.6,5435600,\N,\N,\N,\N,1
14082,573,231,1,11,1,1,1,1,9.0,80,1:40:09.626,6009626,\N,\N,\N,\N,1
14109,574,231,1,11,1,1,1,1,9.0,59,1:42:40.742,6160742,\N,\N,\N,\N,1
14136,575,207,32,5,1,1,1,1,9.0,73,1:43:58.86,6238860,\N,\N,\N,\N,1
14162,576,224,1,1,5,1,1,1,9.0,53,1:39:26.29,5966290,\N,\N,\N,\N,1
14185,577,250,34,8,6,1,1,1,9.0,40,1:44:41.17,6281170,\N,\N,\N,\N,1
14208,578,222,25,3,3,1,1,1,9.0,78,1:43:16.90,6196900,\N,\N,\N,\N,1
14236,579,200,1,2,11,1,1,1,4.5,29,42:53.7,2573700,\N,\N,\N,\N,1
14262,580,182,6,12,1,1,1,1,9.0,75,2:01:21.31,7281310,\N,\N,\N,\N,1
14288,581,182,6,12,1,1,1,1,9.0,70,1:43:53.98,6233980,\N,\N,\N,\N,1
14312,582,182,6,12,5,1,1,1,9.0,80,1:59:18.319,7158319,\N,\N,\N,\N,1
14338,583,231,64,24,3,1,1,1,9.0,75,1:46:57.40,6417400,\N,\N,\N,\N,1
14363,584,182,6,12,1,1,1,1,9.0,54,1:40:18.84,6018840,\N,\N,\N,\N,1
14389,585,224,1,1,7,1,1,1,9.0,56,1:22:05.0,4925000,\N,\N,\N,\N,1
14417,586,199,34,7,10,1,1,1,9.0,14,1:41:14.1,6074100,\N,\N,\N,\N,1
14443,587,230,37,9,8,1,1,1,4.5,29,0:57:56.69,3476690,\N,\N,\N,\N,1
14473,588,223,6,11,2,1,1,1,9.0,52,1:22:42.6,4962600,\N,\N,\N,\N,1
14501,589,182,6,12,1,1,1,1,9.0,59,1:42:58.175,6178175,\N,\N,\N,\N,1
14525,590,304,1,6,10,1,1,1,9.0,53,1:41:02.01,6062010,\N,\N,\N,\N,1
14550,591,224,1,5,1,1,1,1,9.0,32,1:24:37.06,5077060,\N,\N,\N,\N,1
14575,592,199,34,7,4,1,1,1,9.0,78,1:42:40.96,6160960,\N,\N,\N,\N,1
14602,593,182,6,12,1,1,1,1,9.0,84,2:00:29.56,7229560,\N,\N,\N,\N,1
14629,594,224,1,5,4,1,1,1,9.0,85,1:44:20.57,6260570,\N,\N,\N,\N,1
14661,595,238,32,1,3,1,1,1,9.0,78,1:58:03.7,7083700,\N,\N,\N,\N,1
14689,596,222,25,3,2,1,1,1,9.0,80,1:58:31.391,7111391,\N,\N,\N,\N,1
14716,597,182,6,12,1,1,1,1,9.0,75,1:43:00.35,6180350,\N,\N,\N,\N,1
14743,598,238,32,1,2,1,1,1,9.0,80,1:21:55.02,4915020,\N,\N,\N,\N,1
14773,599,222,25,3,3,1,1,1,9.0,75,1:43:02.2,6182200,\N,\N,\N,\N,1
14807,600,223,6,11,2,1,1,1,9.0,14,1:41:35.0,6095000,\N,\N,\N,\N,1
14839,601,199,34,7,2,1,1,1,9.0,54,1:28:44.72,5324720,\N,\N,\N,\N,1
14870,602,238,32,1,7,1,1,1,9.0,52,1:22:56.6,4976600,\N,\N,\N,\N,1
14901,603,224,1,5,1,1,1,1,9.0,80,1:40:26.136,6026136,\N,\N,\N,\N,1
14931,604,199,34,7,1,1,1,1,9.0,59,1:40:21.439,6021439,\N,\N,\N,\N,1
14961,605,224,32,2,2,1,1,1,9.0,96,1:56:18.22,6978220,\N,\N,\N,\N,1
14980,606,224,32,1,2,1,1,1,9.0,40,1:43:55.6,6235600,\N,\N,\N,\N,1
15000,607,328,25,3,16,1,1,1,9.0,79,1:43:11.07,6191070,\N,\N,\N,\N,1
15025,608,224,32,1,7,1,1,1,9.0,75,1:48:18.7,6498700,\N,\N,\N,\N,1
15047,609,328,25,5,6,1,1,1,9.0,70,1:42:13.43,6133430,\N,\N,\N,\N,1
15070,610,328,25,5,1,1,1,1,9.0,78,1:57:44.3,7064300,\N,\N,\N,\N,1
15095,611,304,1,7,6,1,1,1,9.0,80,1:56:46.049,7006049,\N,\N,\N,\N,1
15116,612,238,32,2,5,1,1,1,9.0,54,1:41:36.52,6096520,\N,\N,\N,\N,1
15141,613,309,1,8,3,1,1,1,9.0,67,1:29:18.5,5358500,\N,\N,\N,\N,1
15170,614,328,25,5,2,1,1,1,9.0,72,1:39:12.45,5952450,\N,\N,\N,\N,1
15194,615,328,25,5,1,1,1,1,9.0,14,1:42:03.0,6123000,\N,\N,\N,\N,1
15216,616,238,32,2,2,1,1,1,9.0,54,1:28:48.78,5328780,\N,\N,\N,\N,1
15239,617,238,32,2,1,1,1,1,9.0,55,1:29:17.0,5357000,\N,\N,\N,\N,1
15264,618,309,1,8,2,1,1,1,9.0,80,1:59:04.083,7144083,\N,\N,\N,\N,1
15290,619,238,32,2,1,1,1,1,9.0,59,1:41:15.779,6075779,\N,\N,\N,\N,1
15318,620,328,25,21,2,1,1,1,9.0,95,1:57:59.1,7079100,\N,\N,\N,\N,1
15340,621,304,1,12,5,1,1,1,9.0,79,1:45:49.1,6349100,\N,\N,\N,\N,1
15366,622,224,32,5,3,1,1,1,9.0,90,2:03:41.2,7421200,\N,\N,\N,\N,1
15392,623,306,66,17,4,1,1,1,9.0,80,2:26:55.3,8815300,\N,\N,\N,\N,1
15417,624,224,32,32,1,1,1,1,9.0,85,1:44:07.3,6247300,\N,\N,\N,\N,1
15442,625,328,25,4,3,1,1,1,9.0,38,1:52:22.5,6742500,\N,\N,\N,\N,1
15467,626,224,32,8,2,1,1,1,9.0,76,1:47:50.2,6470200,\N,\N,\N,\N,1
15493,627,235,6,4,1,1,1,1,9.0,14,1:42:12.3,6132300,\N,\N,\N,\N,1
15520,628,224,32,31,1,1,1,1,9.0,54,1:29:16.660,5356660,\N,\N,\N,\N,1
15545,629,224,32,6,4,1,1,1,9.0,55,1:29:58.4,5398400,\N,\N,\N,\N,1
15572,630,328,25,1,5,1,1,1,9.0,80,1:43:17.1,6197100,\N,\N,\N,\N,1
15596,631,328,25,1,1,1,1,1,9.0,59,1:41:45.354,6105354,\N,\N,\N,\N,1
15627,632,207,6,6,4,1,1,1,9.0,79,1:47:35.5,6455500,\N,\N,\N,\N,1
15652,633,328,25,11,4,1,1,1,9.0,75,1:49:03.4,6543400,\N,\N,\N,\N,1
15673,634,328,25,11,1,1,1,1,9.0,80,1:52:21.3,6741300,\N,\N,\N,\N,1
15695,635,235,6,2,1,1,1,1,9.0,70,1:56:20.0,6980000,\N,\N,\N,\N,1
15718,636,328,25,11,1,1,1,1,9.0,55,1:46:42.3,6402300,\N,\N,\N,\N,1
15741,637,328,25,12,2,1,1,1,9.0,68,1:31:31.5,5491500,\N,\N,\N,\N,1
15765,638,328,25,2,1,1,1,1,9.0,12,1:29:16.3,5356300,\N,\N,\N,\N,1
15788,639,346,66,14,1,1,1,1,9.0,54,1:30:23.91,5423910,\N,\N,\N,\N,1
15810,640,320,66,18,11,1,1,1,9.0,55,1:18:12.60,4692600,\N,\N,\N,\N,1
15834,641,328,25,11,1,1,1,1,9.0,64,1:55:13.1,6913100,\N,\N,\N,\N,1
15860,642,327,25,9,5,1,1,1,9.0,59,1:43:51.991,6231991,\N,\N,\N,\N,1
15889,643,356,34,12,3,1,1,1,9.0,80,1:49:35.4,6575400,\N,\N,\N,\N,1
15912,644,328,37,1,3,1,1,1,9.0,90,2:10:58.2,7858200,\N,\N,\N,\N,1
15934,645,358,32,3,8,1,1,1,9.0,80,1:54:37.4,6877400,\N,\N,\N,\N,1
15955,646,345,66,1,6,1,1,1,9.0,28,1:38:10.1,5890100,\N,\N,\N,\N,1
15972,647,358,32,10,1,1,1,1,9.0,80,1:50:43.4,6643400,\N,\N,\N,\N,1
15996,648,358,32,6,6,1,1,1,9.0,38,1:55:57.0,6957000,\N,\N,\N,\N,1
16019,649,358,32,5,1,1,1,1,9.0,80,1:57:02.0,7022000,\N,\N,\N,\N,1
16042,650,358,32,2,2,1,1,1,9.0,50,1:42:00.3,6120300,\N,\N,\N,\N,1
16067,17,20,9,15,2,1,1,1,10.0,55,1:34:03.414,5643414,54,1,1:40.279,199.387,1
16087,651,235,6,12,3,1,1,1,9.0,60,1:42:17.3,6137300,\N,\N,\N,\N,1
16111,652,223,6,4,3,1,1,1,9.0,68,1:39:07.1,5947100,\N,\N,\N,\N,1
16138,653,235,6,18,2,1,1,1,9.0,90,1:21:18.4,4878400,\N,\N,\N,\N,1
16158,654,224,32,24,3,1,1,1,9.0,108,1:57:32.79,7052790,\N,\N,\N,\N,1
16185,655,235,6,3,3,1,1,1,9.0,65,1:53:28.3,6808300,\N,\N,\N,\N,1
16203,656,328,196,7,4,1,1,1,9.0,80,1:50:39.1,6639100,\N,\N,\N,\N,1
16221,657,328,196,7,4,1,1,1,9.0,90,2:16:54.0,8214000,\N,\N,\N,\N,1
16235,658,289,180,1,4,1,1,1,9.0,80,1:56:59.4,7019400,\N,\N,\N,\N,1
16251,659,328,196,4,2,1,1,1,9.0,90,2:06:42.08,7602080,\N,\N,\N,\N,1
16266,660,328,196,2,1,1,1,1,9.0,38,1:56:47.4,7007400,\N,\N,\N,\N,1
16279,661,328,196,3,2,1,1,1,9.0,84,1:55:55.6,6955600,\N,\N,\N,\N,1
16296,662,235,182,6,1,1,1,1,9.0,14,1:49:55.4,6595400,\N,\N,\N,\N,1
16310,663,328,196,20,3,1,1,1,9.0,68,1:39:11.26,5951260,\N,\N,\N,\N,1
16325,664,235,182,11,1,1,1,1,9.0,90,1:59:25.7,7165700,\N,\N,\N,\N,1
16345,665,358,180,2,1,1,1,1,9.0,108,1:57:56.84,7076840,\N,\N,\N,\N,1
16363,666,304,187,5,4,1,1,1,9.0,65,1:54:08.80,6848800,\N,\N,\N,\N,1
16380,667,373,180,4,1,1,1,1,9.0,80,1:53:56.6,6836600,\N,\N,\N,\N,1
16403,668,289,180,10,6,1,1,1,9.0,90,2:15:02.1,8102100,\N,\N,\N,\N,1
16417,669,289,180,9,1,1,1,1,9.0,80,2:00:32.3,7232300,\N,\N,\N,\N,1
16435,670,360,187,5,6,1,1,1,9.0,28,1:40:02.1,6002100,\N,\N,\N,\N,1
16453,671,328,196,8,5,1,1,1,9.0,90,2:46:11.2,9971200,\N,\N,\N,\N,1
16472,672,235,6,26,3,1,1,1,9.0,60,2:25:40.9,8740900,\N,\N,\N,\N,1
16489,673,346,180,22,4,1,1,1,9.0,80,2:01:20.3,7280300,\N,\N,\N,\N,1
16509,674,328,196,6,6,1,1,1,9.0,14,2:19:03.2,8343200,\N,\N,\N,\N,1
16529,675,304,187,1,7,1,1,1,9.0,68,1:40:14.8,6014800,\N,\N,\N,\N,1
16551,676,304,187,1,6,1,1,1,9.0,90,2:27:11.2,8831200,\N,\N,\N,\N,1
16572,677,328,196,15,2,1,1,1,9.0,108,1:59:20.29,7160290,\N,\N,\N,\N,1
16592,678,289,180,10,3,1,1,1,9.0,65,1:56:43.95,7003950,\N,\N,\N,\N,1
16613,679,345,167,4,4,1,1,1,9.0,80,2:05:45.9,7545900,\N,\N,\N,\N,1
16631,680,304,191,9,4,1,1,1,9.0,100,2:34:34.3,9274300,\N,\N,\N,\N,1
16650,681,373,180,5,8,1,1,1,9.0,90,2:14:45.1,8085100,\N,\N,\N,\N,1
16667,682,364,190,36,2,1,1,1,9.0,28,1:40:49.4,6049400,\N,\N,\N,\N,1
16685,683,356,191,3,2,1,1,1,9.0,80,2:13:21.3,8001300,\N,\N,\N,\N,1
16700,684,373,180,5,1,1,1,1,9.0,80,1:59:25.6,7165600,\N,\N,\N,\N,1
16721,685,304,191,2,2,1,1,1,9.0,15,2:05:55.7,7555700,\N,\N,\N,\N,1
16745,686,356,191,1,7,1,1,1,9.0,90,2:40:40.0,9640000,\N,\N,\N,\N,1
16763,687,341,11,14,9,1,1,1,9.0,68,1:43:45.0,6225000,\N,\N,\N,\N,1
16781,688,373,180,5,2,1,1,1,9.0,108,2:03:13.2,7393200,\N,\N,\N,\N,1
16799,689,373,180,5,1,1,1,1,9.0,65,1:59:28.70,7168700,\N,\N,\N,\N,1
16818,690,328,66,12,3,1,1,1,9.0,100,2:33:10.5,9190500,\N,\N,\N,\N,1
16834,691,341,6,6,1,1,1,1,9.0,28,2:09:11.3,7751300,\N,\N,\N,\N,1
16852,692,356,191,12,4,1,1,1,9.0,48,1:48:31.3,6511300,\N,\N,\N,\N,1
16869,693,356,191,5,1,1,1,1,9.0,80,2:13:13.4,7993400,\N,\N,\N,\N,1
16889,694,356,191,16,1,1,1,1,9.0,90,2:20:32.5,8432500,\N,\N,\N,\N,1
16906,695,356,191,3,5,1,1,1,9.0,15,2:27:03.0,8823000,\N,\N,\N,\N,1
16925,696,375,6,6,2,1,1,1,9.0,68,1:47:14.8,6434800,\N,\N,\N,\N,1
16947,697,373,176,1,2,1,1,1,9.0,108,2:09:40.11,7780110,\N,\N,\N,\N,1
16966,698,341,167,7,1,1,1,1,9.0,65,2:06:35.34,7595340,\N,\N,\N,\N,1
16984,699,373,172,5,1,1,1,1,9.0,85,2:06:46.0,7606000,\N,\N,\N,\N,1
17015,700,289,66,3,1,1,1,1,9.0,100,2:37:39.6,9459600,\N,\N,\N,\N,1
17032,701,373,172,17,2,1,1,1,9.0,32,2:23:34.8,8614800,\N,\N,\N,\N,1
17051,702,373,172,6,1,1,1,1,9.0,40,2:41:38.4,9698400,\N,\N,\N,\N,1
17068,703,373,172,5,1,1,1,1,9.0,80,2:05:25.4,7525400,\N,\N,\N,\N,1
17091,704,373,172,6,2,1,1,1,9.0,80,2:03:59.1,7439100,\N,\N,\N,\N,1
17108,705,373,172,1,1,1,1,1,9.0,15,2:07:52.4,7672400,\N,\N,\N,\N,1
17129,706,328,66,32,3,1,1,1,9.0,76,2:04:52.8,7492800,\N,\N,\N,\N,1
17152,707,289,66,3,1,1,1,1,9.0,110,2:20:36.1,8436100,\N,\N,\N,\N,1
17170,708,386,11,11,3,1,1,1,9.0,65,2:08:32.10,7712100,\N,\N,\N,\N,1
17189,709,289,66,8,3,1,1,1,9.0,100,2:41:19.5,9679500,\N,\N,\N,\N,1
17212,710,373,172,18,2,1,1,1,9.0,80,2:07:35.4,7655400,\N,\N,\N,\N,1
17230,711,373,172,23,6,1,1,1,9.0,32,2:06:40.5,7600500,\N,\N,\N,\N,1
17248,712,364,183,22,2,1,1,1,9.0,57,2:07:49.1,7669100,\N,\N,\N,\N,1
17265,713,373,172,1,1,1,1,1,9.0,80,2:15:07.0,8107000,\N,\N,\N,\N,1
17290,714,341,6,7,1,1,1,1,9.0,15,2:12:04.8,7924800,\N,\N,\N,\N,1
17313,715,385,6,8,7,1,1,1,9.0,105,2:06:18.23,7578230,\N,\N,\N,\N,1
17333,716,341,6,2,1,1,1,1,9.0,78,2:10:51.8,7851800,\N,\N,\N,\N,1
17357,717,289,66,3,4,1,1,1,9.0,110,2:16:38.0,8198000,\N,\N,\N,\N,1
17376,718,364,183,6,2,1,1,1,9.0,65,2:09:50.32,7790320,\N,\N,\N,\N,1
17395,719,289,66,6,2,1,1,1,9.0,100,2:41:49.7,9709700,\N,\N,\N,\N,1
17420,720,373,172,1,8,1,1,1,9.0,32,2:27:47.6,8867600,\N,\N,\N,\N,1
17444,721,373,172,6,1,1,1,1,9.0,80,2:08:13.7,7693700,\N,\N,\N,\N,1
17465,722,373,172,18,1,1,1,1,9.0,53,2:10:54.3,7854300,\N,\N,\N,\N,1
17489,723,373,172,4,1,1,1,1,9.0,82,2:14:09.6,8049600,\N,\N,\N,\N,1
17515,724,341,6,7,2,1,1,1,9.0,15,2:13:06.8,7986800,\N,\N,\N,\N,1
17544,725,373,172,8,3,1,1,1,9.0,86,2:24:19.6,8659600,\N,\N,\N,\N,1
17577,726,289,66,1,1,1,1,1,9.0,110,2:19:22.1,8362100,\N,\N,\N,\N,1
17601,727,373,172,8,1,1,1,1,9.0,65,2:09:52.1,7792100,\N,\N,\N,\N,1
17626,729,289,66,17,2,1,1,1,9.0,80,2:11:02.1,7862100,\N,\N,\N,\N,1
17648,730,360,170,14,3,1,1,1,9.0,100,2:46:29.7,9989700,\N,\N,\N,\N,1
17672,731,373,172,16,13,1,1,1,9.0,32,2:07:32.3,7652300,\N,\N,\N,\N,1
17698,732,364,95,30,6,1,1,1,9.0,54,2:07:05.5,7625500,\N,\N,\N,\N,1
17720,733,373,172,20,1,1,1,1,9.0,75,2:26:20.8,8780800,\N,\N,\N,\N,1
17746,734,289,66,11,2,1,1,1,9.0,15,2:38:45.3,9525300,\N,\N,\N,\N,1
17777,735,289,66,14,2,1,1,1,9.0,86,2:29:08.4,8948400,\N,\N,\N,\N,1
17808,736,373,172,8,1,1,1,1,9.0,100,2:07:13.0,7633000,\N,\N,\N,\N,1
17828,737,289,66,3,2,1,1,1,9.0,82,2:08:03.3,7683300,\N,\N,\N,\N,1
17849,738,475,172,20,1,1,1,1,9.0,100,2:45:50.1,9950100,\N,\N,\N,\N,1
17870,739,476,6,3,2,1,1,1,9.0,75,2:01:52.1,7312100,\N,\N,\N,\N,1
17887,740,403,6,4,1,1,1,1,9.0,30,2:03:03.8,7383800,\N,\N,\N,\N,1
17913,741,394,6,50,12,1,1,1,9.0,52,2:14:17.5,8057500,\N,\N,\N,\N,1
17944,742,476,6,4,4,1,1,1,9.0,75,2:40:53.6,9653600,\N,\N,\N,\N,1
17975,743,475,172,7,3,1,1,1,9.0,15,2:18:12.4,8292400,\N,\N,\N,\N,1
18008,744,403,6,2,4,1,1,1,9.0,43,2:03:13.0,7393000,\N,\N,\N,\N,1
18047,745,404,172,15,8,1,1,1,9.0,100,2:13:45.8,8025800,\N,\N,\N,\N,1
18067,746,360,170,16,13,1,1,1,8.0,80,2:17:49.5,8269500,\N,\N,\N,\N,1
18089,747,475,32,28,1,1,1,1,8.0,100,2:53:45.5,10425500,\N,\N,\N,\N,1
18113,748,509,107,4,2,1,1,1,8.0,200,3:36:11.36,12971360,\N,\N,\N,\N,1
18146,749,356,170,11,2,1,1,1,8.0,75,2:01:47.2,7307200,\N,\N,\N,\N,1
18167,750,356,170,2,1,1,1,1,8.0,36,2:21:37.3,8497300,\N,\N,\N,\N,1
18186,751,356,170,16,1,1,1,1,8.0,50,1:57:24.9,7044900,\N,\N,\N,\N,1
18209,752,356,170,1,1,1,1,1,8.0,77,2:04:24.3,7464300,\N,\N,\N,\N,1
18234,753,356,170,2,3,1,1,1,8.0,55,2:19:00.03,8340030,\N,\N,\N,\N,1
18249,754,403,6,20,1,1,1,1,8.0,50,2:21:09.2,8469200,\N,\N,\N,\N,1
18266,755,475,32,5,1,1,1,1,8.0,75,2:28:52.2,8932200,\N,\N,\N,\N,1
18289,756,356,170,24,3,1,1,1,9.0,100,2:55:51.3,10551300,\N,\N,\N,\N,1
18313,757,449,107,5,6,1,1,1,8.0,200,3:40:49.20,13249200,\N,\N,\N,\N,1
18346,758,347,66,7,1,1,1,1,8.0,75,2:05:26.8,7526800,\N,\N,\N,\N,1
18361,759,479,6,24,1,1,1,1,8.0,50,2:01:26.5,7286500,\N,\N,\N,\N,1
18383,760,356,170,12,1,1,1,1,8.0,75,2:30:11.6,9011600,\N,\N,\N,\N,1
18413,761,479,6,4,1,1,1,1,9.0,60,2:09:31.6,7771600,\N,\N,\N,\N,1
18428,762,475,170,4,1,1,1,1,9.0,62,2:11:55.41,7915410,\N,\N,\N,\N,1
18444,763,475,170,14,1,1,1,1,8.0,72,2:04:05.4,7445400,\N,\N,\N,\N,1
18465,764,360,170,9,10,1,1,1,8.0,42,2:12:35.7,7955700,\N,\N,\N,\N,1
18484,765,475,87,14,7,1,1,1,8.0,80,2:19:33.7,8373700,\N,\N,\N,\N,1
18494,766,427,87,20,5,1,1,1,8.0,100,2:52:27.9,10347900,\N,\N,\N,\N,1
18525,767,475,118,1,2,1,1,1,9.0,75,2:04:49.2,7489200,\N,\N,\N,\N,1
18543,768,525,108,1,7,1,1,1,8.0,200,3:44:13.80,13453800,\N,\N,\N,\N,1
18576,769,479,118,4,5,1,1,1,8.0,24,1:37:06.3,5826300,\N,\N,\N,\N,1
18595,770,578,6,4,1,1,1,1,9.0,50,2:03:21.3,7401300,\N,\N,\N,\N,1
18616,771,581,6,1,6,1,1,1,8.0,75,2:09:04.2,7744200,\N,\N,\N,\N,1
18636,772,479,118,8,2,1,1,1,8.0,15,2:21:15.0,8475000,\N,\N,\N,\N,1
18662,773,475,118,2,1,1,1,1,8.0,50,2:11:27.80,7887800,\N,\N,\N,\N,1
18677,774,479,118,28,2,1,1,1,8.0,70,2:03:47.8,7427800,\N,\N,\N,\N,1
18698,775,475,118,8,2,1,1,1,9.0,53,2:09:15.1,7755100,\N,\N,\N,\N,1
18723,776,579,105,2,2,1,1,1,8.0,100,3:00:55.9,10855900,\N,\N,\N,\N,1
18737,777,579,105,32,1,1,1,1,9.0,105,3:10:12.8,11412800,\N,\N,\N,\N,1
18758,778,611,108,9,13,1,1,1,8.0,200,3:41:14.25,13274250,\N,\N,\N,\N,1
18791,779,579,105,2,1,1,1,1,8.0,77,3:07:46.4,11266400,\N,\N,\N,\N,1
18806,780,479,118,20,3,1,1,1,4.0,90,3:06:37.8,11197800,\N,\N,\N,\N,1
18825,781,579,105,1,1,1,1,1,9.0,22,3:30:38.3,12638300,\N,\N,\N,\N,1
18849,782,475,118,26,2,1,1,1,9.0,18,2:59:22.7,10762700,\N,\N,\N,\N,1
18865,783,475,118,18,2,1,1,1,8.0,87,2:35:03.9,9303900,\N,\N,\N,\N,1
18883,784,577,6,34,3,1,1,1,4.0,98,3:00:03.7,10803700,\N,\N,\N,\N,1
18896,785,475,105,28,2,1,1,1,8.0,100,3:00:32.9,10832900,\N,\N,\N,\N,1
18914,786,559,107,8,1,1,1,1,8.0,200,3:53:28.84,14008840,\N,\N,\N,\N,1
18947,787,581,6,8,3,1,1,1,8.0,36,2:40:00.3,9600300,\N,\N,\N,\N,1
18962,788,581,6,14,3,1,1,1,8.0,61,2:34:23.4,9263400,\N,\N,\N,\N,1
18982,789,579,6,1,2,1,1,1,8.0,101,2:59:47.0,10787000,\N,\N,\N,\N,1
19010,790,579,6,1,1,1,1,1,9.0,22,3:38:43.7,13123700,\N,\N,\N,\N,1
19032,791,475,105,36,6,1,1,1,9.0,50,2:23:41.3,8621300,\N,\N,\N,\N,1
19057,792,579,131,2,3,1,1,1,9.0,96,3:00:38.6,10838600,\N,\N,\N,\N,1
19078,793,427,6,44,9,1,1,1,8.0,100,2:58:09.8,10689800,\N,\N,\N,\N,1
19101,794,628,113,6,14,1,1,1,8.0,200,3:53:59.53,14039530,\N,\N,\N,\N,1
19134,795,579,131,10,2,1,1,1,9.0,36,2:39:29.0,9569000,\N,\N,\N,\N,1
19150,796,579,131,8,1,1,1,1,8.0,100,2:54:23.8,10463800,\N,\N,\N,\N,1
19166,797,475,131,12,1,1,1,1,9.0,90,3:07:21.2,11241200,\N,\N,\N,\N,1
19191,798,579,131,18,1,1,1,1,8.0,50,2:25:04.4,8704400,\N,\N,\N,\N,1
19214,799,579,105,2,3,1,1,1,8.0,87,3:00:55.8,10855800,\N,\N,\N,\N,1
19232,800,657,113,14,19,1,1,1,8.0,200,3:49:17.27,13757270,\N,\N,\N,\N,1
19265,801,579,105,26,1,1,1,1,9.0,36,2:44:42.4,9882400,\N,\N,\N,\N,1
19279,802,579,131,18,1,1,1,1,8.0,61,2:42:47.9,9767900,\N,\N,\N,\N,1
19301,803,498,6,9,2,1,1,1,8.14,90,2:56:14.0,10574000,\N,\N,\N,\N,1
19333,804,579,131,18,1,1,1,1,8.0,22,3:45:45.8,13545800,\N,\N,\N,\N,1
19356,805,579,131,4,2,1,1,1,9.0,66,3:00:34.5,10834500,\N,\N,\N,\N,1
19373,806,579,131,16,1,1,1,1,8.0,80,2:47:47.9,10067900,\N,\N,\N,\N,1
19394,807,578,6,38,3,1,1,1,8.0,80,3:13:52.1,11632100,\N,\N,\N,\N,1
19416,808,647,6,10,1,1,1,1,9.0,97,3:01:04.6,10864600,\N,\N,\N,\N,1
19432,809,657,113,14,1,1,1,1,9.0,200,3:53:01.69,13981690,\N,\N,\N,\N,1
19465,810,647,6,2,1,1,1,1,8.0,90,2:53:35.8,10415800,\N,\N,\N,\N,1
19484,811,647,6,10,2,1,1,1,8.0,36,2:48:30.3,10110300,\N,\N,\N,\N,1
19504,812,578,6,16,7,1,1,1,8.0,60,2:44:18.6,9858600,\N,\N,\N,\N,1
19529,813,647,6,5,1,1,1,1,8.5,90,2:50:00.0,10200000,\N,\N,\N,\N,1
19556,814,642,6,12,3,1,1,1,8.0,18,3:02:25.0,10945000,\N,\N,\N,\N,1
19590,815,647,6,46,2,1,1,1,9.0,65,3:01:34.40,10894400,\N,\N,\N,\N,1
19610,816,579,105,50,2,1,1,1,9.0,80,2:49:45.9,10185900,\N,\N,\N,\N,1
19640,817,641,6,30,2,1,1,1,9.0,62,3:01:46.1,10906100,\N,\N,\N,\N,1
19661,818,526,114,98,7,1,1,1,8.0,200,3:52:41.88,13961880,\N,\N,\N,\N,1
19694,819,647,6,4,1,1,1,1,9.0,36,3:03:46.3,11026300,\N,\N,\N,\N,1
19716,820,647,6,8,1,1,1,1,9.0,77,3:00:00.0,10800000,\N,\N,\N,\N,1
19736,821,647,6,15,2,1,1,1,9.0,85,2:46:11.0,9971000,\N,\N,\N,\N,1
19768,822,647,6,101,1,1,1,1,9.0,18,3:06:13.3,11173300,\N,\N,\N,\N,1
19798,823,647,6,2,1,1,1,1,9.0,90,2:53:28.5,10408500,\N,\N,\N,\N,1
19816,824,647,6,12,1,1,1,1,8.5,80,2:50:45.6,10245600,\N,\N,\N,\N,1
19851,825,579,51,24,1,1,1,1,9.0,42,2:07:53.64,7673640,\N,\N,\N,\N,1
19872,826,766,113,99,2,1,1,1,9.0,200,3:57:38.05,14258050,\N,\N,\N,\N,1
19905,827,642,51,4,2,1,1,1,8.0,36,2:45:46.2,9946200,\N,\N,\N,\N,1
19918,828,786,51,8,7,1,1,1,4.0,77,3:22:11.0,12131000,\N,\N,\N,\N,1
19941,829,498,6,12,1,1,1,1,8.0,90,2:42:18.2,9738200,\N,\N,\N,\N,1
19961,830,647,6,71,1,1,1,1,8.0,20,3:23:03.3,12183300,\N,\N,\N,\N,1
19983,831,647,6,2,3,1,1,1,8.0,80,2:42:39.3,9759300,\N,\N,\N,\N,1
20005,832,579,51,22,2,1,1,1,9.0,70,2:46:54.10,10014100,\N,\N,\N,\N,1
